route_no,date,ridership_total,hour,depot,is_holiday,hours_left,hours_elapsed,avg_ridership_per_hour,estimated_ridership_remaining,day_of_week,month,depot_enc,route_no_enc
402,2024-07-30,341.2173913043478,23,10,0,1,23,14.217391304347826,14.217391304347826,1,7,-1,43
402,2024-07-31,184.36363636363637,22,10,0,2,22,7.681818181818182,15.363636363636363,2,7,-1,43
402,2024-08-01,295.6363636363636,22,10,0,2,22,12.318181818181818,24.636363636363637,3,8,-1,43
402,2024-08-02,223.30434782608697,23,10,0,1,23,9.304347826086957,9.304347826086957,4,8,-1,43
402,2024-08-03,170.1818181818182,22,10,0,2,22,7.090909090909091,14.181818181818182,5,8,-1,43
402,2024-08-04,133.56521739130434,23,10,0,1,23,5.565217391304348,5.565217391304348,6,8,-1,43
402,2024-08-05,178.9090909090909,22,10,0,2,22,7.454545454545454,14.909090909090908,0,8,-1,43
402,2024-08-06,264.0,23,10,0,1,23,11.0,11.0,1,8,-1,43
402,2024-08-07,299.4782608695652,23,10,0,1,23,12.478260869565217,12.478260869565217,2,8,-1,43
402,2024-08-08,289.09090909090907,22,10,0,2,22,12.045454545454545,24.09090909090909,3,8,-1,43
402,2024-08-09,181.0909090909091,22,10,0,2,22,7.545454545454546,15.090909090909092,4,8,-1,43
402,2024-08-10,206.1818181818182,22,10,0,2,22,8.590909090909092,17.181818181818183,5,8,-1,43
402,2024-08-11,104.72727272727272,22,10,0,2,22,4.363636363636363,8.727272727272727,6,8,-1,43
402,2024-08-12,210.2857142857143,21,10,0,3,21,8.761904761904763,26.28571428571429,0,8,-1,43
402,2024-08-13,253.09090909090907,22,10,0,2,22,10.545454545454545,21.09090909090909,1,8,-1,43
402,2024-08-14,281.7391304347826,23,10,0,1,23,11.73913043478261,11.73913043478261,2,8,-1,43
402,2024-08-15,316.3636363636364,22,10,0,2,22,13.181818181818182,26.363636363636363,3,8,-1,43
402,2024-08-16,268.17391304347825,23,10,0,1,23,11.173913043478262,11.173913043478262,4,8,-1,43
402,2024-08-17,132.0,22,10,0,2,22,5.5,11.0,5,8,-1,43
402,2024-08-18,160.36363636363637,22,10,0,2,22,6.681818181818182,13.363636363636363,6,8,-1,43
402,2024-08-19,211.63636363636363,22,10,0,2,22,8.818181818181818,17.636363636363637,0,8,-1,43
402,2024-08-20,255.27272727272728,22,10,0,2,22,10.636363636363637,21.272727272727273,1,8,-1,43
402,2024-08-21,346.2857142857143,21,10,0,3,21,14.428571428571429,43.285714285714285,2,8,-1,43
402,2024-08-22,306.54545454545456,22,10,0,2,22,12.772727272727273,25.545454545454547,3,8,-1,43
402,2024-08-23,260.72727272727275,22,29,0,2,22,10.863636363636363,21.727272727272727,4,8,-1,43
402,2024-08-24,197.45454545454544,22,29,0,2,22,8.227272727272727,16.454545454545453,5,8,-1,43
402,2024-08-25,96.0,22,29,0,2,22,4.0,8.0,6,8,-1,43
402,2024-08-26,250.43478260869566,23,29,0,1,23,10.434782608695652,10.434782608695652,0,8,-1,43
402,2024-08-27,183.27272727272728,22,10,0,2,22,7.636363636363637,15.272727272727273,1,8,-1,43
402,2024-08-28,303.6521739130435,23,10,0,1,23,12.652173913043478,12.652173913043478,2,8,-1,43
402,2024-08-29,252.0,22,10,0,2,22,10.5,21.0,3,8,-1,43
402,2024-08-30,269.45454545454544,22,10,0,2,22,11.227272727272727,22.454545454545453,4,8,-1,43
402,2024-08-31,173.45454545454547,22,10,1,2,22,7.2272727272727275,14.454545454545455,5,8,-1,43
402,2024-09-01,136.36363636363637,22,10,0,2,22,5.681818181818182,11.363636363636363,6,9,-1,43
402,2024-09-02,266.2857142857143,21,10,0,3,21,11.095238095238095,33.285714285714285,0,9,-1,43
402,2024-09-03,284.72727272727275,22,10,0,2,22,11.863636363636363,23.727272727272727,1,9,-1,43
402,2024-09-04,280.3636363636364,22,10,0,2,22,11.681818181818182,23.363636363636363,2,9,-1,43
402,2024-09-05,266.1818181818182,22,10,0,2,22,11.090909090909092,22.181818181818183,3,9,-1,43
402,2024-09-06,212.72727272727272,22,10,0,2,22,8.863636363636363,17.727272727272727,4,9,-1,43
402,2024-09-07,127.63636363636364,22,10,0,2,22,5.318181818181818,10.636363636363637,5,9,-1,43
402,2024-09-08,129.8181818181818,22,10,0,2,22,5.409090909090909,10.818181818181818,6,9,-1,43
402,2024-09-09,208.69565217391303,23,10,0,1,23,8.695652173913043,8.695652173913043,0,9,-1,43
402,2024-09-10,286.95652173913044,23,10,0,1,23,11.956521739130435,11.956521739130435,1,9,-1,43
402,2024-09-11,292.17391304347825,23,10,0,1,23,12.173913043478262,12.173913043478262,2,9,-1,43
402,2024-09-12,289.09090909090907,22,10,0,2,22,12.045454545454545,24.09090909090909,3,9,-1,43
402,2024-09-13,220.17391304347828,23,10,1,1,23,9.173913043478262,9.173913043478262,4,9,-1,43
402,2024-09-14,187.63636363636363,22,10,1,2,22,7.818181818181818,15.636363636363637,5,9,-1,43
402,2024-09-15,132.0,22,10,1,2,22,5.5,11.0,6,9,-1,43
402,2024-09-16,111.27272727272728,22,10,1,2,22,4.636363636363637,9.272727272727273,0,9,-1,43
402,2024-09-17,209.73913043478262,23,10,1,1,23,8.73913043478261,8.73913043478261,1,9,-1,43
402,2024-09-18,253.09090909090907,22,10,1,2,22,10.545454545454545,21.09090909090909,2,9,-1,43
402,2024-09-19,296.72727272727275,22,10,1,2,22,12.363636363636363,24.727272727272727,3,9,-1,43
402,2024-09-20,274.2857142857143,21,10,1,3,21,11.428571428571429,34.285714285714285,4,9,-1,43
402,2024-09-21,159.27272727272728,22,10,1,2,22,6.636363636363637,13.272727272727273,5,9,-1,43
402,2024-09-22,126.54545454545453,22,10,0,2,22,5.2727272727272725,10.545454545454545,6,9,-1,43
402,2024-09-23,280.3636363636364,22,10,0,2,22,11.681818181818182,23.363636363636363,0,9,-1,43
402,2024-09-24,212.72727272727272,22,10,0,2,22,8.863636363636363,17.727272727272727,1,9,-1,43
402,2024-09-25,245.7142857142857,21,10,0,3,21,10.238095238095237,30.71428571428571,2,9,-1,43
402,2024-09-26,249.8181818181818,22,10,0,2,22,10.409090909090908,20.818181818181817,3,9,-1,43
402,2024-09-27,225.39130434782612,23,10,0,1,23,9.391304347826088,9.391304347826088,4,9,-1,43
402,2024-09-28,230.1818181818182,22,10,0,2,22,9.590909090909092,19.181818181818183,5,9,-1,43
402,2024-09-29,107.47826086956522,23,10,0,1,23,4.478260869565218,4.478260869565218,6,9,-1,43
402,2024-09-30,289.09090909090907,22,10,0,2,22,12.045454545454545,24.09090909090909,0,9,-1,43
402,2024-10-01,229.09090909090907,22,10,0,2,22,9.545454545454545,19.09090909090909,1,10,-1,43
402,2024-10-02,336.0,20,10,0,4,20,14.0,56.0,2,10,-1,43
402,2024-10-03,234.2857142857143,21,10,0,3,21,9.761904761904763,29.28571428571429,3,10,-1,43
402,2024-10-04,284.72727272727275,22,10,0,2,22,11.863636363636363,23.727272727272727,4,10,-1,43
402,2024-10-05,196.17391304347828,23,10,0,1,23,8.173913043478262,8.173913043478262,5,10,-1,43
402,2024-10-06,137.7391304347826,23,10,0,1,23,5.739130434782608,5.739130434782608,6,10,-1,43
402,2024-10-07,276.5217391304348,23,10,0,1,23,11.521739130434783,11.521739130434783,0,10,-1,43
402,2024-10-08,227.4782608695652,23,10,0,1,23,9.478260869565217,9.478260869565217,1,10,-1,43
402,2024-10-09,157.56521739130434,23,10,0,1,23,6.565217391304348,6.565217391304348,2,10,-1,43
402,2024-10-10,267.27272727272725,22,10,0,2,22,11.136363636363637,22.272727272727273,3,10,-1,43
402,2024-10-11,173.45454545454547,22,10,0,2,22,7.2272727272727275,14.454545454545455,4,10,-1,43
402,2024-10-12,170.1818181818182,22,10,0,2,22,7.090909090909091,14.181818181818182,5,10,-1,43
402,2024-10-13,103.19999999999999,20,10,0,4,20,4.3,17.2,6,10,-1,43
402,2024-10-14,310.90909090909093,22,10,0,2,22,12.954545454545455,25.90909090909091,0,10,-1,43
402,2024-10-15,356.72727272727275,22,10,0,2,22,14.863636363636363,29.727272727272727,1,10,-1,43
402,2024-10-16,284.72727272727275,22,10,0,2,22,11.863636363636363,23.727272727272727,2,10,-1,43
402,2024-10-17,294.54545454545456,22,10,0,2,22,12.272727272727273,24.545454545454547,3,10,-1,43
402,2024-10-18,270.54545454545456,22,10,0,2,22,11.272727272727273,22.545454545454547,4,10,-1,43
402,2024-10-19,146.1818181818182,22,10,0,2,22,6.090909090909091,12.181818181818182,5,10,-1,43
402,2024-10-20,163.82608695652175,23,10,0,1,23,6.826086956521739,6.826086956521739,6,10,-1,43
402,2024-10-21,260.72727272727275,22,10,0,2,22,10.863636363636363,21.727272727272727,0,10,-1,43
402,2024-10-22,292.3636363636364,22,10,0,2,22,12.181818181818182,24.363636363636363,1,10,-1,43
402,2024-10-23,274.4347826086956,23,10,0,1,23,11.434782608695652,11.434782608695652,2,10,-1,43
402,2024-10-24,346.4347826086956,23,10,0,1,23,14.434782608695652,14.434782608695652,3,10,-1,43
402,2024-10-25,264.0,22,10,0,2,22,11.0,22.0,4,10,-1,43
402,2024-10-26,199.63636363636363,22,10,0,2,22,8.318181818181818,16.636363636363637,5,10,-1,43
402,2024-10-27,151.63636363636363,22,10,0,2,22,6.318181818181818,12.636363636363637,6,10,-1,43
402,2024-10-28,266.1818181818182,22,10,0,2,22,11.090909090909092,22.181818181818183,0,10,-1,43
402,2024-10-29,230.85714285714283,21,10,0,3,21,9.619047619047619,28.857142857142854,1,10,-1,43
402,2024-10-30,190.8,20,10,1,4,20,7.95,31.8,2,10,-1,43
402,2024-10-31,140.72727272727272,22,10,1,2,22,5.863636363636363,11.727272727272727,3,10,-1,43
402,2024-11-01,168.0,22,10,0,2,22,7.0,14.0,4,11,-1,43
402,2024-11-02,217.09090909090907,22,10,0,2,22,9.045454545454545,18.09090909090909,5,11,-1,43
402,2024-11-03,100.36363636363636,22,10,0,2,22,4.181818181818182,8.363636363636363,6,11,-1,43
402,2024-11-04,194.1818181818182,22,10,0,2,22,8.090909090909092,16.181818181818183,0,11,-1,43
402,2024-11-05,328.3636363636364,22,10,0,2,22,13.681818181818182,27.363636363636363,1,11,-1,43
402,2024-11-06,330.54545454545456,22,10,0,2,22,13.772727272727273,27.545454545454547,2,11,-1,43
402,2024-11-07,254.1818181818182,22,10,0,2,22,10.590909090909092,21.181818181818183,3,11,-1,43
402,2024-11-08,277.09090909090907,22,10,0,2,22,11.545454545454545,23.09090909090909,4,11,-1,43
402,2024-11-09,183.27272727272728,22,10,0,2,22,7.636363636363637,15.272727272727273,5,11,-1,43
402,2024-11-10,150.85714285714286,21,10,0,3,21,6.285714285714286,18.857142857142858,6,11,-1,43
402,2024-11-11,210.54545454545456,22,10,0,2,22,8.772727272727273,17.545454545454547,0,11,-1,43
402,2024-11-12,262.8571428571429,21,10,0,3,21,10.952380952380953,32.85714285714286,1,11,-1,43
402,2024-11-13,238.90909090909093,22,10,0,2,22,9.954545454545455,19.90909090909091,2,11,-1,43
402,2024-11-14,261.8181818181818,22,10,0,2,22,10.909090909090908,21.818181818181817,3,11,-1,43
402,2024-11-15,292.3636363636364,22,10,0,2,22,12.181818181818182,24.363636363636363,4,11,-1,43
402,2024-11-16,210.2857142857143,21,10,0,3,21,8.761904761904763,26.28571428571429,5,11,-1,43
402,2024-11-17,172.36363636363637,22,10,0,2,22,7.181818181818182,14.363636363636363,6,11,-1,43
402,2024-11-18,156.52173913043478,23,10,0,1,23,6.521739130434782,6.521739130434782,0,11,-1,43
402,2024-11-19,202.43478260869566,23,10,0,1,23,8.434782608695652,8.434782608695652,1,11,-1,43
402,2024-11-20,236.39999999999998,20,10,0,4,20,9.85,39.4,2,11,-1,43
402,2024-11-21,231.27272727272728,22,10,0,2,22,9.636363636363637,19.272727272727273,3,11,-1,43
402,2024-11-22,257.45454545454544,22,10,0,2,22,10.727272727272727,21.454545454545453,4,11,-1,43
402,2024-11-23,138.7826086956522,23,10,0,1,23,5.782608695652174,5.782608695652174,5,11,-1,43
402,2024-11-24,110.6086956521739,23,10,0,1,23,4.608695652173913,4.608695652173913,6,11,-1,43
402,2024-11-25,276.5217391304348,23,10,0,1,23,11.521739130434783,11.521739130434783,0,11,-1,43
402,2024-11-26,206.60869565217388,23,10,0,1,23,8.608695652173912,8.608695652173912,1,11,-1,43
402,2024-11-27,165.91304347826087,23,10,0,1,23,6.913043478260869,6.913043478260869,2,11,-1,43
402,2024-11-28,248.72727272727272,22,10,0,2,22,10.363636363636363,20.727272727272727,3,11,-1,43
402,2024-11-29,233.1428571428571,21,10,0,3,21,9.714285714285714,29.14285714285714,4,11,-1,43
402,2024-11-30,196.36363636363637,22,10,0,2,22,8.181818181818182,16.363636363636363,5,11,-1,43
402,2024-12-01,149.45454545454547,22,10,0,2,22,6.2272727272727275,12.454545454545455,6,12,-1,43
402,2024-12-02,198.54545454545456,22,10,0,2,22,8.272727272727273,16.545454545454547,0,12,-1,43
402,2024-12-03,329.1428571428571,21,10,0,3,21,13.714285714285714,41.14285714285714,1,12,-1,43
402,2024-12-04,223.63636363636363,22,10,0,2,22,9.318181818181818,18.636363636363637,2,12,-1,43
402,2024-12-05,172.36363636363637,22,10,0,2,22,7.181818181818182,14.363636363636363,3,12,-1,43
402,2024-12-06,244.17391304347828,23,10,0,1,23,10.173913043478262,10.173913043478262,4,12,-1,43
402,2024-12-07,156.0,22,10,0,2,22,6.5,13.0,5,12,-1,43
402,2024-12-08,94.85714285714286,21,10,0,3,21,3.9523809523809526,11.857142857142858,6,12,-1,43
402,2024-12-09,189.8181818181818,22,10,0,2,22,7.909090909090909,15.818181818181818,0,12,-1,43
402,2024-12-10,176.3478260869565,23,10,0,1,23,7.3478260869565215,7.3478260869565215,1,12,-1,43
402,2024-12-11,186.28571428571428,21,10,0,3,21,7.761904761904762,23.285714285714285,2,12,-1,43
402,2024-12-12,193.09090909090907,22,10,0,2,22,8.045454545454545,16.09090909090909,3,12,-1,43
402,2024-12-13,141.71428571428572,21,10,0,3,21,5.904761904761905,17.714285714285715,4,12,-1,43
402,2024-12-14,165.8181818181818,22,10,0,2,22,6.909090909090909,13.818181818181818,5,12,-1,43
402,2024-12-15,106.43478260869566,23,10,0,1,23,4.434782608695652,4.434782608695652,6,12,-1,43
402,2024-12-16,125.21739130434783,23,10,0,1,23,5.217391304347826,5.217391304347826,0,12,-1,43
402,2024-12-17,214.85714285714286,21,10,0,3,21,8.952380952380953,26.857142857142858,1,12,-1,43
402,2024-12-18,162.7826086956522,23,10,0,1,23,6.782608695652174,6.782608695652174,2,12,-1,43
402,2024-12-19,160.0,21,10,0,3,21,6.666666666666667,20.0,3,12,-1,43
402,2024-12-20,151.63636363636363,22,10,1,2,22,6.318181818181818,12.636363636363637,4,12,-1,43
402,2024-12-21,149.45454545454547,22,10,1,2,22,6.2272727272727275,12.454545454545455,5,12,-1,43
402,2024-12-22,123.27272727272728,22,10,1,2,22,5.136363636363637,10.272727272727273,6,12,-1,43
402,2024-12-23,169.0909090909091,22,10,1,2,22,7.045454545454546,14.090909090909092,0,12,-1,43
402,2024-12-24,135.6521739130435,23,10,1,1,23,5.6521739130434785,5.6521739130434785,1,12,-1,43
402,2024-12-25,112.69565217391306,23,10,1,1,23,4.695652173913044,4.695652173913044,2,12,-1,43
402,2024-12-26,184.36363636363637,22,10,1,2,22,7.681818181818182,15.363636363636363,3,12,-1,43
402,2024-12-27,123.13043478260869,23,10,1,1,23,5.130434782608695,5.130434782608695,4,12,-1,43
402,2024-12-28,130.43478260869566,23,10,1,1,23,5.434782608695652,5.434782608695652,5,12,-1,43
402,2024-12-29,157.71428571428572,21,10,0,3,21,6.571428571428571,19.714285714285715,6,12,-1,43
402,2024-12-30,144.0,23,10,0,1,23,6.0,6.0,0,12,-1,43
402,2024-12-31,175.63636363636363,22,10,0,2,22,7.318181818181818,14.636363636363637,1,12,-1,43
420,2024-01-01,1153.0434782608695,23,4,1,1,23,48.04347826086956,48.04347826086956,0,1,-1,141
420,2024-01-02,1122.782608695652,23,4,0,1,23,46.78260869565217,46.78260869565217,1,1,-1,141
420,2024-01-03,868.1739130434783,23,4,0,1,23,36.17391304347826,36.17391304347826,2,1,-1,141
420,2024-01-04,1119.6521739130435,23,4,0,1,23,46.65217391304348,46.65217391304348,3,1,-1,141
420,2024-01-05,552.0,23,4,0,1,23,23.0,23.0,4,1,-1,141
420,2024-01-06,1454.608695652174,23,4,0,1,23,60.608695652173914,60.608695652173914,5,1,-1,141
420,2024-01-07,1141.5652173913045,23,4,0,1,23,47.56521739130435,47.56521739130435,6,1,-1,141
420,2024-01-08,924.5217391304348,23,4,0,1,23,38.52173913043478,38.52173913043478,0,1,-1,141
420,2024-01-09,809.7391304347826,23,4,0,1,23,33.73913043478261,33.73913043478261,1,1,-1,141
420,2024-01-10,789.9130434782608,23,4,0,1,23,32.91304347826087,32.91304347826087,2,1,-1,141
420,2024-01-11,1013.2173913043479,23,4,0,1,23,42.21739130434783,42.21739130434783,3,1,-1,141
420,2024-01-12,1145.7391304347825,23,4,0,1,23,47.73913043478261,47.73913043478261,4,1,-1,141
420,2024-01-13,1409.7391304347825,23,4,0,1,23,58.73913043478261,58.73913043478261,5,1,-1,141
420,2024-01-14,1408.695652173913,23,4,0,1,23,58.69565217391305,58.69565217391305,6,1,-1,141
420,2024-01-15,879.6521739130435,23,4,0,1,23,36.65217391304348,36.65217391304348,0,1,-1,141
420,2024-01-16,968.3478260869565,23,4,0,1,23,40.34782608695652,40.34782608695652,1,1,-1,141
420,2024-01-17,950.608695652174,23,4,0,1,23,39.608695652173914,39.608695652173914,2,1,-1,141
420,2024-01-18,838.9565217391305,23,4,0,1,23,34.95652173913044,34.95652173913044,3,1,-1,141
420,2024-01-19,716.8695652173913,23,4,0,1,23,29.869565217391305,29.869565217391305,4,1,-1,141
420,2024-01-20,1407.6521739130435,23,4,0,1,23,58.65217391304348,58.65217391304348,5,1,-1,141
420,2024-01-21,973.5652173913045,23,4,0,1,23,40.56521739130435,40.56521739130435,6,1,-1,141
420,2024-01-22,776.3478260869565,23,4,0,1,23,32.34782608695652,32.34782608695652,0,1,-1,141
420,2024-01-23,853.5652173913045,23,4,0,1,23,35.56521739130435,35.56521739130435,1,1,-1,141
420,2024-01-24,811.8260869565217,23,4,0,1,23,33.82608695652174,33.82608695652174,2,1,-1,141
420,2024-01-25,1147.8260869565217,23,4,1,1,23,47.82608695652174,47.82608695652174,3,1,-1,141
420,2024-01-26,694.9565217391304,23,4,0,1,23,28.956521739130434,28.956521739130434,4,1,-1,141
420,2024-01-27,1591.304347826087,23,4,0,1,23,66.30434782608695,66.30434782608695,5,1,-1,141
420,2024-01-28,1335.6521739130435,23,4,0,1,23,55.65217391304348,55.65217391304348,6,1,-1,141
420,2024-01-29,540.5217391304348,23,4,0,1,23,22.52173913043478,22.52173913043478,0,1,-1,141
420,2024-01-30,640.695652173913,23,4,0,1,23,26.695652173913043,26.695652173913043,1,1,-1,141
420,2024-01-31,544.695652173913,23,4,0,1,23,22.695652173913043,22.695652173913043,2,1,-1,141
420,2024-02-01,731.4285714285713,21,4,1,3,21,30.476190476190474,91.42857142857142,3,2,-1,141
420,2024-02-02,488.34782608695656,23,4,0,1,23,20.347826086956523,20.347826086956523,4,2,-1,141
420,2024-02-03,1445.217391304348,23,4,0,1,23,60.21739130434783,60.21739130434783,5,2,-1,141
420,2024-02-04,1280.3478260869565,23,4,0,1,23,53.34782608695652,53.34782608695652,6,2,-1,141
420,2024-02-05,581.2173913043478,23,4,0,1,23,24.217391304347824,24.217391304347824,0,2,-1,141
420,2024-02-06,724.1739130434783,23,4,0,1,23,30.17391304347826,30.17391304347826,1,2,-1,141
420,2024-02-07,906.7826086956521,23,4,0,1,23,37.78260869565217,37.78260869565217,2,2,-1,141
420,2024-02-08,808.6956521739131,23,4,0,1,23,33.69565217391305,33.69565217391305,3,2,-1,141
420,2024-02-09,581.2173913043478,23,4,0,1,23,24.217391304347824,24.217391304347824,4,2,-1,141
420,2024-02-10,1341.9130434782608,23,4,1,1,23,55.91304347826087,55.91304347826087,5,2,-1,141
420,2024-02-11,1323.1304347826087,23,4,1,1,23,55.130434782608695,55.130434782608695,6,2,-1,141
420,2024-02-12,1109.217391304348,23,4,1,1,23,46.21739130434783,46.21739130434783,0,2,-1,141
420,2024-02-13,341.2173913043478,23,4,0,1,23,14.217391304347826,14.217391304347826,1,2,-1,141
420,2024-02-14,592.695652173913,23,4,0,1,23,24.695652173913043,24.695652173913043,2,2,-1,141
420,2024-02-15,745.0434782608696,23,4,0,1,23,31.043478260869566,31.043478260869566,3,2,-1,141
420,2024-02-16,445.5652173913044,23,4,0,1,23,18.565217391304348,18.565217391304348,4,2,-1,141
420,2024-02-17,1331.4782608695652,23,4,0,1,23,55.47826086956522,55.47826086956522,5,2,-1,141
420,2024-02-18,1255.304347826087,23,4,0,1,23,52.30434782608695,52.30434782608695,6,2,-1,141
420,2024-02-19,880.6956521739131,23,4,0,1,23,36.69565217391305,36.69565217391305,0,2,-1,141
420,2024-02-20,1045.5652173913045,23,4,0,1,23,43.56521739130435,43.56521739130435,1,2,-1,141
420,2024-02-21,877.5652173913045,23,4,0,1,23,36.56521739130435,36.56521739130435,2,2,-1,141
420,2024-02-22,1010.0869565217392,23,4,0,1,23,42.08695652173913,42.08695652173913,3,2,-1,141
420,2024-02-23,894.2608695652174,23,4,0,1,23,37.26086956521739,37.26086956521739,4,2,-1,141
420,2024-02-24,1381.5652173913045,23,4,0,1,23,57.56521739130435,57.56521739130435,5,2,-1,141
420,2024-02-25,1170.782608695652,23,4,0,1,23,48.78260869565217,48.78260869565217,6,2,-1,141
420,2024-02-26,1018.4347826086955,23,4,0,1,23,42.43478260869565,42.43478260869565,0,2,-1,141
420,2024-02-27,1205.217391304348,23,4,0,1,23,50.21739130434783,50.21739130434783,1,2,-1,141
420,2024-02-28,1013.2173913043479,23,4,0,1,23,42.21739130434783,42.21739130434783,2,2,-1,141
420,2024-02-29,1224.0,23,4,0,1,23,51.0,51.0,3,2,-1,141
420,2024-03-01,1322.0869565217392,23,4,0,1,23,55.08695652173913,55.08695652173913,4,3,-1,141
420,2024-03-02,1544.3478260869565,23,4,0,1,23,64.34782608695652,64.34782608695652,5,3,-1,141
420,2024-03-03,1446.2608695652175,23,4,0,1,23,60.26086956521739,60.26086956521739,6,3,-1,141
420,2024-03-04,1230.2608695652175,23,4,0,1,23,51.26086956521739,51.26086956521739,0,3,-1,141
420,2024-03-05,1371.1304347826087,23,4,0,1,23,57.130434782608695,57.130434782608695,1,3,-1,141
420,2024-03-06,1249.0434782608695,23,4,0,1,23,52.04347826086956,52.04347826086956,2,3,-1,141
420,2024-03-07,1529.7391304347825,23,4,0,1,23,63.73913043478261,63.73913043478261,3,3,-1,141
420,2024-03-08,1442.0869565217392,23,4,0,1,23,60.08695652173913,60.08695652173913,4,3,-1,141
420,2024-03-09,1495.304347826087,23,4,0,1,23,62.30434782608695,62.30434782608695,5,3,-1,141
420,2024-03-10,1550.6086956521738,23,4,0,1,23,64.6086956521739,64.6086956521739,6,3,-1,141
420,2024-03-11,1433.7391304347825,23,4,0,1,23,59.73913043478261,59.73913043478261,0,3,-1,141
420,2024-03-12,948.5217391304348,23,4,0,1,23,39.52173913043478,39.52173913043478,1,3,-1,141
420,2024-03-13,1033.0434782608695,23,4,0,1,23,43.04347826086956,43.04347826086956,2,3,-1,141
420,2024-03-14,1376.3478260869565,23,4,0,1,23,57.34782608695652,57.34782608695652,3,3,-1,141
420,2024-03-15,1205.217391304348,23,4,0,1,23,50.21739130434783,50.21739130434783,4,3,-1,141
420,2024-03-16,1547.4782608695652,23,4,0,1,23,64.47826086956522,64.47826086956522,5,3,-1,141
420,2024-03-17,1209.391304347826,23,4,0,1,23,50.391304347826086,50.391304347826086,6,3,-1,141
420,2024-03-18,1188.5217391304348,23,4,0,1,23,49.52173913043478,49.52173913043478,0,3,-1,141
420,2024-03-19,1373.217391304348,23,4,0,1,23,57.21739130434783,57.21739130434783,1,3,-1,141
420,2024-03-20,1261.5652173913045,23,4,0,1,23,52.56521739130435,52.56521739130435,2,3,-1,141
420,2024-03-21,1252.1739130434783,23,4,0,1,23,52.17391304347826,52.17391304347826,3,3,-1,141
420,2024-03-22,1382.608695652174,23,4,0,1,23,57.608695652173914,57.608695652173914,4,3,-1,141
420,2024-03-23,1536.0,23,4,0,1,23,64.0,64.0,5,3,-1,141
420,2024-03-24,1256.3478260869565,23,4,0,1,23,52.34782608695652,52.34782608695652,6,3,-1,141
420,2024-03-25,1190.608695652174,23,4,0,1,23,49.608695652173914,49.608695652173914,0,3,-1,141
420,2024-03-26,1131.1304347826087,23,4,0,1,23,47.130434782608695,47.130434782608695,1,3,-1,141
420,2024-03-27,1016.3478260869565,23,4,0,1,23,42.34782608695652,42.34782608695652,2,3,-1,141
420,2024-03-28,1141.5652173913045,23,4,1,1,23,47.56521739130435,47.56521739130435,3,3,-1,141
420,2024-03-29,963.1304347826087,23,4,0,1,23,40.130434782608695,40.130434782608695,4,3,-1,141
420,2024-03-30,1401.391304347826,23,4,0,1,23,58.391304347826086,58.391304347826086,5,3,-1,141
420,2024-03-31,1135.304347826087,23,4,0,1,23,47.30434782608695,47.30434782608695,6,3,-1,141
420,2024-04-01,1070.608695652174,23,4,0,1,23,44.608695652173914,44.608695652173914,0,4,-1,141
420,2024-04-02,742.9565217391304,23,4,0,1,23,30.956521739130434,30.956521739130434,1,4,-1,141
420,2024-04-03,826.4347826086955,23,4,0,1,23,34.43478260869565,34.43478260869565,2,4,-1,141
420,2024-04-04,997.0909090909091,22,4,0,2,22,41.54545454545455,83.0909090909091,3,4,-1,141
420,2024-04-05,1039.304347826087,23,4,0,1,23,43.30434782608695,43.30434782608695,4,4,-1,141
420,2024-04-06,1395.1304347826087,23,4,0,1,23,58.130434782608695,58.130434782608695,5,4,-1,141
420,2024-04-07,1381.5652173913045,23,4,0,1,23,57.56521739130435,57.56521739130435,6,4,-1,141
420,2024-04-08,889.0434782608695,23,4,0,1,23,37.04347826086956,37.04347826086956,0,4,-1,141
420,2024-04-09,924.5217391304348,23,4,0,1,23,38.52173913043478,38.52173913043478,1,4,-1,141
420,2024-04-10,1006.9565217391305,23,4,1,1,23,41.95652173913044,41.95652173913044,2,4,-1,141
420,2024-04-11,1159.304347826087,23,4,1,1,23,48.30434782608695,48.30434782608695,3,4,-1,141
420,2024-04-12,804.5217391304348,23,4,0,1,23,33.52173913043478,33.52173913043478,4,4,-1,141
420,2024-04-13,1410.782608695652,23,4,0,1,23,58.78260869565217,58.78260869565217,5,4,-1,141
420,2024-04-14,1326.2608695652175,23,4,0,1,23,55.26086956521739,55.26086956521739,6,4,-1,141
420,2024-04-15,872.3478260869565,23,4,0,1,23,36.34782608695652,36.34782608695652,0,4,-1,141
420,2024-04-16,829.5652173913045,23,4,0,1,23,34.56521739130435,34.56521739130435,1,4,-1,141
420,2024-04-17,1008.0,22,4,0,2,22,42.0,84.0,2,4,-1,141
420,2024-04-18,789.9130434782608,23,4,0,1,23,32.91304347826087,32.91304347826087,3,4,-1,141
420,2024-04-19,891.1304347826087,23,4,0,1,23,37.130434782608695,37.130434782608695,4,4,-1,141
420,2024-04-20,1323.1304347826087,23,4,0,1,23,55.130434782608695,55.130434782608695,5,4,-1,141
420,2024-04-21,1314.782608695652,23,4,0,1,23,54.78260869565217,54.78260869565217,6,4,-1,141
420,2024-04-22,540.5217391304348,23,4,0,1,23,22.52173913043478,22.52173913043478,0,4,-1,141
420,2024-04-23,544.695652173913,23,4,0,1,23,22.695652173913043,22.695652173913043,1,4,-1,141
420,2024-04-24,533.2173913043478,23,4,0,1,23,22.217391304347824,22.217391304347824,2,4,-1,141
